"","company","year","latitude","longitude","variable_code"
"2652","BOYS-GIRLS CLUBS-NORTH CENTRAL",2020,36.324787,-78.395595,"Count of Exercise Facilities"
"2653","MOUNTAIN AIR DISTR",2020,35.5747,-83.0124,"Count of Exercise Facilities"
"2654","ANGIE'S DANCE ACADEMY",2020,35.533573,-82.916136,"Count of Exercise Facilities"
"2655","LAUREL RIDGE COUNTRY CLUB",2020,35.48912,-83.018524,"Count of Exercise Facilities"
"2656","BALLET ARTS INC",2020,36.325124,-78.405322,"Count of Exercise Facilities"
"2657","URBAN ATHLETIC",2020,35.53287,-82.861268,"Count of Exercise Facilities"
"2658","MBMA FAMILY FITNESS CTR",2020,36.327515,-78.40274,"Count of Exercise Facilities"
"2659","BRYSON CITY HEALTH & FITNS CTR",2020,35.427212,-83.444746,"Count of Exercise Facilities"
"2660","SPRINGDALE COUNTRY CLUB",2020,35.446838,-82.810919,"Count of Exercise Facilities"
"2661","LAKE JUNALUSKA GOLF COURSE",2020,35.517931,-82.979211,"Count of Exercise Facilities"
"2662","STUDIO MAIN STREET",2020,36.326596,-78.403182,"Count of Exercise Facilities"
"2663","BLACK BELT WORLD",2020,36.131319,-78.7296,"Count of Exercise Facilities"
"2664","CROSSFIT 2232",2020,35.3977,-83.4753,"Count of Exercise Facilities"
"2665","JE GOLF LLC",2020,35.48912,-83.018524,"Count of Exercise Facilities"
"2666","LION'S DEN MARTIAL ARTS",2020,36.323357,-78.597081,"Count of Exercise Facilities"
"2667","TROUBLEFREE POOL",2020,36.063561,-78.705918,"Count of Exercise Facilities"
"2668","ATT FIT",2020,35.570314,-82.786771,"Count of Exercise Facilities"
"2669","9ROUND FITNESS",2020,35.52607,-82.953644,"Count of Exercise Facilities"
"2670","CROSSFIT HAYWOOD",2020,35.498524,-82.967045,"Count of Exercise Facilities"
"2671","BOYS-GIRLS CLUBS-NORTH CENTRAL",2020,36.312622,-78.593948,"Count of Exercise Facilities"
"2672","SADIE'S SCHOOL OF DANCE",2020,36.338375,-78.411298,"Count of Exercise Facilities"
"2673","SNAP FITNESS",2020,36.1342,-78.7593,"Count of Exercise Facilities"
"2674","YOGA BY KAREN SILVER YOGA",2020,35.489052,-82.988617,"Count of Exercise Facilities"
"2675","RADFORD GOLF LLC",2020,36.319297,-78.4384,"Count of Exercise Facilities"
"2676","SOUTH EASTERN FITNESS",2020,35.531699,-82.83897,"Count of Exercise Facilities"
"2677","ALL ABOUT FITNESS WNC INC",2020,35.500397,-82.984286,"Count of Exercise Facilities"
"2678","PAINTTOWN GYM",2020,35.4962,-83.2961,"Count of Exercise Facilities"
"2679","PIN HIGH BAR & GRILLE",2020,35.523753,-83.048463,"Count of Exercise Facilities"
"2680","SHEPHERD YOUTH RANCH",2020,36.105109,-78.627152,"Count of Exercise Facilities"
"2681","CROSSFIT 2311",2020,35.527588,-82.960846,"Count of Exercise Facilities"
"2682","SNAP FITNESS",2020,36.3513,-78.6231,"Count of Exercise Facilities"
"2683","PLANET FITNESS",2020,36.332344,-78.433984,"Count of Exercise Facilities"
"2684","FAMILY TAEKWONDO HQ",2020,36.133554,-78.733252,"Count of Exercise Facilities"
"2685","STRONG OX CROSSFIT",2020,36.312308,-78.552108,"Count of Exercise Facilities"
"2686","WAYNESVILLE PARKS & RECREATION",2020,35.504978,-82.979156,"Count of Exercise Facilities"
"2687","YMCA",2020,36.334393,-78.449127,"Count of Exercise Facilities"
"2688","PAINTTOWN GYMNASIUMS",2020,35.4962,-83.2961,"Count of Exercise Facilities"
"2689","BODY WORX",2020,36.293678,-78.599571,"Count of Exercise Facilities"
"2690","BIG COVE RECREATION CTR",2020,35.4962,-83.2961,"Count of Exercise Facilities"
"2691","SOUTH GRANVILLE COUNTRY CLUB",2021,36.141579,-78.654877,"Count of Exercise Facilities"
"2692","HENDERSON COUNTRY CLUB",2021,36.319297,-78.4384,"Count of Exercise Facilities"
"2693","SKATEEUM",2021,36.331457,-78.431224,"Count of Exercise Facilities"
"2694","MOUNTAIN MARTIAL ARTS",2021,35.492331,-82.990719,"Count of Exercise Facilities"
"2695","HAYWOOD REGIONAL HEALTH & FTNS",2021,35.527355,-82.944732,"Count of Exercise Facilities"
"2696","FITNESS CONNECTION",2021,35.489052,-82.988617,"Count of Exercise Facilities"
"2697","KERR LAKE COUNTRY CLUB",2021,36.403449,-78.377302,"Count of Exercise Facilities"
"2698","HENDERSON CITY-AYCOCK REC",2021,36.321613,-78.363106,"Count of Exercise Facilities"
"2699","HEARTS DESIRE MINISTRIES",2021,35.3977,-83.4753,"Count of Exercise Facilities"
"2700","KERR LAKE STATE RECREATION ARS",2021,36.445097,-78.370645,"Count of Exercise Facilities"
"2701","TWIST N TUCK",2021,36.3476,-78.3927,"Count of Exercise Facilities"
"2702","GOLF COURSE AT THE WAYNESVILLE",2021,35.467592,-82.99799,"Count of Exercise Facilities"
"2703","OLD ARMORY RECREATION CTR",2021,35.494012,-82.989099,"Count of Exercise Facilities"
"2704","MORE THAN CONQUERORS YOUTH CTR",2021,36.141775,-78.756951,"Count of Exercise Facilities"
"2705","NC DOC POLK CORRECTIONAL INS",2021,36.140542,-78.777377,"Count of Exercise Facilities"
"2706","STRICK FITNESS",2021,35.492131,-82.988619,"Count of Exercise Facilities"
"2707","YOUTH VILLAGES",2021,35.49591,-82.991423,"Count of Exercise Facilities"
"2708","LIONS-JUDAH MARTIAL ARTS CTR",2021,36.508306,-78.658139,"Count of Exercise Facilities"
"2709","JOHN MICHAEL GOLF PRO LLC",2021,36.319297,-78.4384,"Count of Exercise Facilities"
"2710","IMPACT YOUTH OUTREACH INC",2021,35.43854,-83.426102,"Count of Exercise Facilities"
"2711","MAIN STREET FITNESS",2021,36.311272,-78.588496,"Count of Exercise Facilities"
"2712","MIDNIGHT BLUE MARTIAL ARTS ACD",2021,36.327515,-78.40274,"Count of Exercise Facilities"
"2713","FITNESS PRIME LLC",2021,36.144775,-78.752396,"Count of Exercise Facilities"
"2714","BOYS-GIRLS CLUBS-NORTH CENTRAL",2021,36.324787,-78.395595,"Count of Exercise Facilities"
"2715","MOUNTAIN AIR DISTR",2021,35.5747,-83.0124,"Count of Exercise Facilities"
"2716","ANGIE'S DANCE ACADEMY",2021,35.533573,-82.916136,"Count of Exercise Facilities"
"2717","LAUREL RIDGE COUNTRY CLUB",2021,35.48912,-83.018524,"Count of Exercise Facilities"
"2718","BALLET ARTS INC",2021,36.325124,-78.405322,"Count of Exercise Facilities"
"2719","URBAN ATHLETIC",2021,35.53287,-82.861268,"Count of Exercise Facilities"
"2720","MBMA FAMILY FITNESS CTR",2021,36.327515,-78.40274,"Count of Exercise Facilities"
"2721","BRYSON CITY HEALTH & FITNS CTR",2021,35.427212,-83.444746,"Count of Exercise Facilities"
"2722","SPRINGDALE COUNTRY CLUB",2021,35.446838,-82.810919,"Count of Exercise Facilities"
"2723","STUDIO MAIN STREET",2021,36.326596,-78.403182,"Count of Exercise Facilities"
"2724","LAKE JUNALUSKA GOLF COURSE",2021,35.517931,-82.979211,"Count of Exercise Facilities"
"2725","BLACK BELT WORLD",2021,36.131319,-78.7296,"Count of Exercise Facilities"
"2726","CROSSFIT 2232",2021,35.3977,-83.4753,"Count of Exercise Facilities"
"2727","JE GOLF LLC",2021,35.48912,-83.018524,"Count of Exercise Facilities"
"2728","LION'S DEN MARTIAL ARTS",2021,36.323357,-78.597081,"Count of Exercise Facilities"
"2729","TROUBLEFREE POOL",2021,36.063561,-78.705918,"Count of Exercise Facilities"
"2730","ATT FIT",2021,35.570314,-82.786771,"Count of Exercise Facilities"
"2731","9ROUND FITNESS",2021,35.52607,-82.953644,"Count of Exercise Facilities"
"2732","CROSSFIT HAYWOOD",2021,35.498524,-82.967045,"Count of Exercise Facilities"
"2733","BOYS-GIRLS CLUBS-NORTH CENTRAL",2021,36.312622,-78.593948,"Count of Exercise Facilities"
"2734","SADIE'S SCHOOL OF DANCE",2021,36.338375,-78.411298,"Count of Exercise Facilities"
"2735","SNAP FITNESS",2021,36.1342,-78.7593,"Count of Exercise Facilities"
"2736","ELITE LEGACY FITNESS LLC",2021,36.143367,-78.71926,"Count of Exercise Facilities"
"2737","YOGA BY KAREN SILVER YOGA",2021,35.489052,-82.988617,"Count of Exercise Facilities"
"2738","RADFORD GOLF LLC",2021,36.319297,-78.4384,"Count of Exercise Facilities"
"2739","SOUTH EASTERN FITNESS",2021,35.531699,-82.83897,"Count of Exercise Facilities"
"2740","ALL ABOUT FITNESS WNC INC",2021,35.500397,-82.984286,"Count of Exercise Facilities"
"2741","PAINTTOWN GYM",2021,35.4962,-83.2961,"Count of Exercise Facilities"
"2742","PIN HIGH BAR & GRILLE",2021,35.523753,-83.048463,"Count of Exercise Facilities"
"2743","SHEPHERD YOUTH RANCH",2021,36.105109,-78.627152,"Count of Exercise Facilities"
"2744","HONOURS GOLF",2021,35.523753,-83.048463,"Count of Exercise Facilities"
"2745","CROSSFIT 2311",2021,35.527588,-82.960846,"Count of Exercise Facilities"
"2746","PLANET FITNESS",2021,36.332344,-78.433984,"Count of Exercise Facilities"
"2747","FAMILY TAEKWONDO HQ",2021,36.132932,-78.730157,"Count of Exercise Facilities"
"2748","STRONG OX CROSSFIT",2021,36.312308,-78.552108,"Count of Exercise Facilities"
"2749","FITNESS NC BUTNER-CREEDMOOR",2021,36.1104,-78.6895,"Count of Exercise Facilities"
"2750","WAYNESVILLE PARKS & RECREATION",2021,35.504978,-82.979156,"Count of Exercise Facilities"
"2751","YMCA",2021,36.334393,-78.449127,"Count of Exercise Facilities"
"2752","PAINTTOWN GYMNASIUMS",2021,35.4962,-83.2961,"Count of Exercise Facilities"
"2753","BODY WORX",2021,36.293678,-78.599571,"Count of Exercise Facilities"
"2754","BIG COVE RECREATION CTR",2021,35.4962,-83.2961,"Count of Exercise Facilities"
"2755","SOUTH GRANVILLE COUNTRY CLUB",2022,36.141579,-78.654877,"Count of Exercise Facilities"
"2756","HAYWOOD REGIONAL HEALTH & FTNS",2022,35.527355,-82.944732,"Count of Exercise Facilities"
"2757","FITNESS CONNECTION",2022,35.55661,-83.044634,"Count of Exercise Facilities"
"2758","HENDERSON CITY-AYCOCK REC",2022,36.321613,-78.363106,"Count of Exercise Facilities"
"2759","HEARTS DESIRE MINISTRIES",2022,35.3977,-83.4753,"Count of Exercise Facilities"
"2760","KERR LAKE STATE RECREATION ARS",2022,36.445097,-78.370645,"Count of Exercise Facilities"
"2761","TWIST N TUCK",2022,36.3476,-78.3927,"Count of Exercise Facilities"
"2762","WAYNESVILLE INN GOLF COURSE",2022,35.467592,-82.99799,"Count of Exercise Facilities"
"2763","OLD ARMORY RECREATION CTR",2022,35.494012,-82.989099,"Count of Exercise Facilities"
"2764","MORE THAN CONQUERORS YOUTH CTR",2022,36.141775,-78.756951,"Count of Exercise Facilities"
"2765","NC DOC POLK CORRECTIONAL INS",2022,36.140915,-78.782438,"Count of Exercise Facilities"
"2766","STRICK FITNESS",2022,35.492131,-82.988619,"Count of Exercise Facilities"
"2767","YOUTH VILLAGES",2022,35.49591,-82.991423,"Count of Exercise Facilities"
"2768","LIONS-JUDAH MARTIAL ARTS CTR",2022,36.508306,-78.658139,"Count of Exercise Facilities"
"2769","JOHN MICHAEL GOLF PRO LLC",2022,36.319297,-78.4384,"Count of Exercise Facilities"
"2770","IMPACT YOUTH OUTREACH INC",2022,35.43854,-83.426102,"Count of Exercise Facilities"
"2771","MIDNIGHT BLUE MARTIAL ARTS ACD",2022,36.327515,-78.40274,"Count of Exercise Facilities"
"2772","FITNESS PRIME LLC",2022,36.144775,-78.752396,"Count of Exercise Facilities"
"2773","BOYS-GIRLS CLUBS-NORTH CENTRAL",2022,36.324787,-78.395595,"Count of Exercise Facilities"
"2774","MOUNTAIN AIR DISTR",2022,35.5747,-83.0124,"Count of Exercise Facilities"
"2775","ANGIE'S DANCE ACADEMY",2022,35.533573,-82.916136,"Count of Exercise Facilities"
"2776","BALLET ARTS INC",2022,36.325124,-78.405322,"Count of Exercise Facilities"
"2777","URBAN ATHLETIC",2022,35.53287,-82.861268,"Count of Exercise Facilities"
"2778","MBMA FAMILY FITNESS CTR",2022,36.327515,-78.40274,"Count of Exercise Facilities"
"2779","BRYSON CITY HEALTH & FITNESS",2022,35.427212,-83.444746,"Count of Exercise Facilities"
"2780","STUDIO MAIN STREET",2022,36.326596,-78.403182,"Count of Exercise Facilities"
"2781","LAKE JUNALUSKA GOLF COURSE",2022,35.517931,-82.979211,"Count of Exercise Facilities"
"2782","BLACK BELT WORLD",2022,36.131319,-78.7296,"Count of Exercise Facilities"
"2783","CROSSFIT 2232",2022,35.3977,-83.4753,"Count of Exercise Facilities"
"2784","LAUREL RIDGE GOLF COURSE",2022,35.48912,-83.018524,"Count of Exercise Facilities"
"2785","LION'S DEN MARTIAL ARTS",2022,36.323357,-78.597081,"Count of Exercise Facilities"
"2786","TROUBLEFREE POOL",2022,36.063561,-78.705918,"Count of Exercise Facilities"
"2787","ATT FIT",2022,35.570314,-82.786771,"Count of Exercise Facilities"
"2788","9ROUND FITNESS",2022,35.52607,-82.953644,"Count of Exercise Facilities"
"2789","CROSSFIT HAYWOOD",2022,35.498524,-82.967045,"Count of Exercise Facilities"
"2790","BOYS-GIRLS CLUBS-NORTH CENTRAL",2022,36.312622,-78.593948,"Count of Exercise Facilities"
"2791","SADIE'S SCHOOL OF DANCE",2022,36.338375,-78.411298,"Count of Exercise Facilities"
"2792","ELITE LEGACY FITNESS LLC",2022,36.143367,-78.71926,"Count of Exercise Facilities"
"2793","YOGA BY KAREN SILVER YOGA",2022,35.489052,-82.988617,"Count of Exercise Facilities"
"2794","HENDERSON GOLF COURSE",2022,36.319297,-78.4384,"Count of Exercise Facilities"
"2795","SOUTH EASTERN FITNESS",2022,35.535589,-82.836868,"Count of Exercise Facilities"
"2796","ALL ABOUT FITNESS WNC INC",2022,35.500397,-82.984286,"Count of Exercise Facilities"
"2797","PAINTTOWN GYM",2022,35.4962,-83.2961,"Count of Exercise Facilities"
"2798","PIN HIGH BAR & GRILLE",2022,35.523753,-83.048463,"Count of Exercise Facilities"
"2799","SHEPHERD YOUTH RANCH",2022,36.105109,-78.627152,"Count of Exercise Facilities"
"2800","SPRINGDALE GOLF COURSE",2022,35.446838,-82.810919,"Count of Exercise Facilities"
"2801","MAGGIE VALLEY GOLF COURSE",2022,35.523753,-83.048463,"Count of Exercise Facilities"
"2802","CROSSFIT 2311",2022,35.527588,-82.960846,"Count of Exercise Facilities"
"2803","PLANET FITNESS",2022,36.332344,-78.433984,"Count of Exercise Facilities"
"2804","FAMILY TAEKWONDO HQ",2022,36.132932,-78.730157,"Count of Exercise Facilities"
"2805","STRONG OX CROSSFIT",2022,36.312308,-78.552108,"Count of Exercise Facilities"
"2806","FITNESS NC BUTNER-CREEDMOOR",2022,36.1104,-78.6895,"Count of Exercise Facilities"
"2807","SOUTH GRANVILLE GOLF COURSE",2022,36.141579,-78.654877,"Count of Exercise Facilities"
"2808","KERR LAKE GOLF COURSE",2022,36.403449,-78.377302,"Count of Exercise Facilities"
"2809","HENDERSON FAMILY YMCA",2022,36.334393,-78.449127,"Count of Exercise Facilities"
"2810","BODY WORX",2022,36.293678,-78.599571,"Count of Exercise Facilities"
"2811","PAINTTOWN GYMNASIUMS",2022,35.4962,-83.2961,"Count of Exercise Facilities"
"2812","HAYWOOD REGIONAL HEALTH & FTNS",2023,35.525927,-82.943819,"Count of Exercise Facilities"
"2813","FITNESS CONNECTION",2023,35.556677,-83.044563,"Count of Exercise Facilities"
"2814","HENDERSON CITY-AYCOCK REC",2023,36.32143,-78.363133,"Count of Exercise Facilities"
"2815","HEARTS DESIRE MINISTRIES",2023,35.431722,-83.445558,"Count of Exercise Facilities"
"2816","KERR LAKE STATE RECREATION ARS",2023,36.445821,-78.371992,"Count of Exercise Facilities"
"2817","WAYNESVILLE INN GOLF COURSE",2023,35.470026,-82.997926,"Count of Exercise Facilities"
"2818","OLD ARMORY RECREATION CTR",2023,35.494012,-82.989099,"Count of Exercise Facilities"
"2819","MORE THAN CONQUERORS YOUTH CTR",2023,36.141749,-78.756893,"Count of Exercise Facilities"
"2820","NC DOC POLK CORRECTIONAL INS",2023,36.142715,-78.767865,"Count of Exercise Facilities"
"2821","STRICK FITNESS",2023,35.492124,-82.988615,"Count of Exercise Facilities"
"2822","YOUTH VILLAGES",2023,35.495919,-82.991315,"Count of Exercise Facilities"
"2823","LIONS-JUDAH MARTIAL ARTS CTR",2023,36.50935,-78.657765,"Count of Exercise Facilities"
"2824","IMPACT YOUTH OUTREACH INC",2023,35.438805,-83.425791,"Count of Exercise Facilities"
"2825","MIDNIGHT BLUE MARTIAL ARTS ACD",2023,36.327519,-78.402735,"Count of Exercise Facilities"
"2826","FITNESS PRIME LLC",2023,36.144775,-78.752396,"Count of Exercise Facilities"
"2827","BOYS-GIRLS CLUBS-NORTH CENTRAL",2023,36.325332,-78.39507,"Count of Exercise Facilities"
"2828","ANGIE'S DANCE ACADEMY",2023,35.533566,-82.916132,"Count of Exercise Facilities"
"2829","BALLET ARTS INC",2023,36.325113,-78.405315,"Count of Exercise Facilities"
"2830","URBAN ATHLETIC",2023,35.532613,-82.861381,"Count of Exercise Facilities"
"2831","MBMA FAMILY FITNESS CTR",2023,36.327519,-78.402735,"Count of Exercise Facilities"
"2832","STUDIO MAIN STREET",2023,36.326583,-78.403173,"Count of Exercise Facilities"
"2833","LAKE JUNALUSKA GOLF COURSE",2023,35.519837,-82.979857,"Count of Exercise Facilities"
"2834","BLACK BELT WORLD",2023,36.145262,-78.724829,"Count of Exercise Facilities"
"2835","CROSSFIT 2232",2023,35.431722,-83.445558,"Count of Exercise Facilities"
"2836","LAUREL RIDGE GOLF COURSE",2023,35.489081,-83.018314,"Count of Exercise Facilities"
"2837","LION'S DEN MARTIAL ARTS",2023,36.323478,-78.597467,"Count of Exercise Facilities"
"2838","TROUBLEFREE POOL",2023,36.063448,-78.705904,"Count of Exercise Facilities"
"2839","ATT FIT",2023,35.570314,-82.786771,"Count of Exercise Facilities"
"2840","9ROUND FITNESS",2023,35.527059,-82.954859,"Count of Exercise Facilities"
"2841","CROSSFIT HAYWOOD",2023,35.497356,-82.966622,"Count of Exercise Facilities"
"2842","BOYS-GIRLS CLUBS-NORTH CENTRAL",2023,36.312435,-78.593834,"Count of Exercise Facilities"
"2843","SADIE'S SCHOOL OF DANCE",2023,36.338889,-78.411255,"Count of Exercise Facilities"
"2844","ELITE LEGACY FITNESS LLC",2023,36.143538,-78.719301,"Count of Exercise Facilities"
"2845","YOGA BY KAREN SILVER YOGA",2023,35.488707,-82.989074,"Count of Exercise Facilities"
"2846","HENDERSON GOLF COURSE",2023,36.316736,-78.436406,"Count of Exercise Facilities"
"2847","SOUTH EASTERN FITNESS",2023,35.536742,-82.836735,"Count of Exercise Facilities"
"2848","ALL ABOUT FITNESS WNC INC",2023,35.501373,-82.984914,"Count of Exercise Facilities"
"2849","PAINTTOWN GYM",2023,35.48299,-83.31691,"Count of Exercise Facilities"
"2850","SHEPHERD YOUTH RANCH",2023,36.106339,-78.623966,"Count of Exercise Facilities"
"2851","SPRINGDALE GOLF COURSE",2023,35.446086,-82.811288,"Count of Exercise Facilities"
"2852","MAGGIE VALLEY GOLF COURSE",2023,35.524291,-83.05388,"Count of Exercise Facilities"
"2853","CROSSFIT 2311",2023,35.527683,-82.961141,"Count of Exercise Facilities"
"2854","PLANET FITNESS",2023,36.332734,-78.431814,"Count of Exercise Facilities"
"2855","FAMILY TAEKWONDO HQ",2023,36.132909,-78.730181,"Count of Exercise Facilities"
"2856","STRONG OX CROSSFIT",2023,36.312472,-78.551466,"Count of Exercise Facilities"
"2857","FITNESS NC BUTNER-CREEDMOOR",2023,36.119585,-78.68547,"Count of Exercise Facilities"
"2858","SOUTH GRANVILLE GOLF COURSE",2023,36.141563,-78.65495,"Count of Exercise Facilities"
"2859","KERR LAKE GOLF COURSE",2023,36.404169,-78.376628,"Count of Exercise Facilities"
"2860","HENDERSON FAMILY YMCA",2023,36.333028,-78.447527,"Count of Exercise Facilities"
"2861","PAINTTOWN GYMNASIUMS",2023,35.48299,-83.31691,"Count of Exercise Facilities"
"2862","BODY WORX",2023,36.293642,-78.599981,"Count of Exercise Facilities"
"2863","WEARY SUPPLY",2020,36.515092,-78.624207,"Count of Grocery Stores"
"2864","FOOD LION",2020,36.342155,-78.392616,"Count of Grocery Stores"
"2865","WILLIAMSBORO GROCERY",2020,36.431614,-78.432648,"Count of Grocery Stores"
"2866","COUNTRY STORE",2020,36.3536,-78.630623,"Count of Grocery Stores"
"2867","BI-LO",2020,35.498848,-82.984401,"Count of Grocery Stores"
"2868","EAGLES NEST GROCERY",2020,35.482033,-83.008447,"Count of Grocery Stores"
"2869","PANTRY PRIDE FOOD MART",2020,35.483358,-82.98247,"Count of Grocery Stores"
"2870","INGLES MARKET",2020,35.3977,-83.4753,"Count of Grocery Stores"
"2871","LANKFORD'S GROCERY",2020,35.543881,-82.828705,"Count of Grocery Stores"
"2872","SENTELLE'S CAROLINA GROCERY",2020,35.532655,-82.908854,"Count of Grocery Stores"
"2873","INGLES MARKET",2020,35.551462,-82.849286,"Count of Grocery Stores"
"2874","TEAGUE'S GROCERY & CAF",2020,35.522519,-83.030617,"Count of Grocery Stores"
"2875","INGLES MARKET",2020,35.4814,-82.9905,"Count of Grocery Stores"
"2876","INGLES MARKET",2020,35.504066,-82.986279,"Count of Grocery Stores"
"2877","FOOD LION",2020,36.1217,-78.6704,"Count of Grocery Stores"
"2878","TRI ARC FOOD SYSTEMS INC",2020,36.1421,-78.7198,"Count of Grocery Stores"
"2879","FOOD LION",2020,36.317228,-78.570124,"Count of Grocery Stores"
"2880","BRYSON CITY IGA",2020,35.3977,-83.4753,"Count of Grocery Stores"
"2881","CROSSROADS GROCERY",2020,36.071526,-78.596466,"Count of Grocery Stores"
"2882","BRADLEY'S GROCERY",2020,35.467772,-83.280338,"Count of Grocery Stores"
"2883","CELTIC SPIRIT BBQ",2020,36.202518,-78.389616,"Count of Grocery Stores"
"2884","GROCERY OUTLET",2020,35.500179,-82.983185,"Count of Grocery Stores"
"2885","JERUSALEM INC",2020,36.132179,-78.756943,"Count of Grocery Stores"
"2886","SWAIN COUNTY FARMERS MARKET",2020,35.428479,-83.444277,"Count of Grocery Stores"
"2887","METRO FOOD MART INC",2020,36.349027,-78.382043,"Count of Grocery Stores"
"2888","FOOD LION",2020,35.5837,-82.9224,"Count of Grocery Stores"
"2889","MEAT MARKET SOCO GROCERY",2020,35.5164,-83.0813,"Count of Grocery Stores"
"2890","WALMART SUPERCENTER",2020,35.466514,-83.009377,"Count of Grocery Stores"
"2891","MIDDLEBURG VARIETY",2020,36.4,-78.3217,"Count of Grocery Stores"
"2892","DANNY'S STORE",2020,36.377294,-78.594114,"Count of Grocery Stores"
"2893","WALMART SUPERCENTER",2020,36.28053,-78.606217,"Count of Grocery Stores"
"2894","E-Z STOP",2020,35.531601,-82.916578,"Count of Grocery Stores"
"2895","M R WILLIAMS INC",2020,36.318878,-78.409203,"Count of Grocery Stores"
"2896","FOOD LION",2020,35.530264,-82.849795,"Count of Grocery Stores"
"2897","BEARPOND MARKET",2020,36.277374,-78.405709,"Count of Grocery Stores"
"2898","FOOD LION",2020,36.320217,-78.381577,"Count of Grocery Stores"
"2899","FOOD LION",2020,36.316967,-78.408882,"Count of Grocery Stores"
"2900","COMPARE FOODS",2020,36.32217,-78.386711,"Count of Grocery Stores"
"2901","PROVIDENCE GROCERY",2020,36.256644,-78.657956,"Count of Grocery Stores"
"2902","PARTY PICKUP",2020,36.331668,-78.397216,"Count of Grocery Stores"
"2903","MOORE'S GROCERY & GRILL",2020,36.499631,-78.669136,"Count of Grocery Stores"
"2904","BULLOCKSVILLE GROCERY & GRILL",2020,36.459913,-78.309691,"Count of Grocery Stores"
"2905","WAYNESVILLE DISCOUNT GROCERY",2020,35.478219,-83.004923,"Count of Grocery Stores"
"2906","HILDA'S GROCERY STORE INC",2020,36.325171,-78.595334,"Count of Grocery Stores"
"2907","TIMEOUT MARKET",2020,35.482033,-83.008447,"Count of Grocery Stores"
"2908","STEELE CREEK FOOD & TACKLE INC",2020,36.496842,-78.41557,"Count of Grocery Stores"
"2909","JACKSON'S GROCERY",2020,35.4962,-83.2961,"Count of Grocery Stores"
"2910","I MARKET 723",2020,35.503777,-82.989128,"Count of Grocery Stores"
"2911","LUCKY 7 FOOD MART INC",2020,36.320709,-78.385177,"Count of Grocery Stores"
"2912","K B R MART",2020,36.320709,-78.385177,"Count of Grocery Stores"
"2913","ABDUL FOOD MART",2020,36.1342,-78.7593,"Count of Grocery Stores"
"2914","PUBLIX SUPER MARKET",2020,35.504283,-82.994446,"Count of Grocery Stores"
"2915","ALDI",2020,36.338393,-78.440964,"Count of Grocery Stores"
"2916","FRANK'S GROCERY",2020,35.469071,-82.877813,"Count of Grocery Stores"
"2917","ZOOLIES NATURAL FOOD MARKET",2020,35.491573,-82.989128,"Count of Grocery Stores"
"2918","FOOD LION",2020,36.131319,-78.7296,"Count of Grocery Stores"
"2919","CORNER GROCERY",2020,36.1104,-78.6895,"Count of Grocery Stores"
"2920","EDDIE GOOCH GROCERY",2020,36.13961,-78.568352,"Count of Grocery Stores"
"2921","HAUTER'S BEST BET",2020,36.320529,-78.385496,"Count of Grocery Stores"
"2922","SUPPLY LINE COUNTRY MARKET",2020,36.318878,-78.409203,"Count of Grocery Stores"
"2923","WALMART SUPERCENTER",2020,36.334764,-78.443552,"Count of Grocery Stores"
"2924","FOOD LION",2020,36.330054,-78.433251,"Count of Grocery Stores"
"2925","FOOD LION",2020,36.323481,-78.597141,"Count of Grocery Stores"
"2926","STAR GROCERY",2020,36.320514,-78.395957,"Count of Grocery Stores"
"2927","SAV-MOR",2020,35.533394,-82.863251,"Count of Grocery Stores"
"2928","WEARY SUPPLY",2021,36.515092,-78.624207,"Count of Grocery Stores"
"2929","FOOD LION",2021,36.342155,-78.392616,"Count of Grocery Stores"
"2930","WILLIAMSBORO GROCERY",2021,36.431614,-78.432648,"Count of Grocery Stores"
"2931","COUNTRY STORE",2021,36.3536,-78.630623,"Count of Grocery Stores"
"2932","INGLES MARKET",2021,35.3977,-83.4753,"Count of Grocery Stores"
"2933","LANKFORD'S GROCERY",2021,35.543881,-82.828705,"Count of Grocery Stores"
"2934","SENTELLE'S CAROLINA GROCERY",2021,35.532655,-82.908854,"Count of Grocery Stores"
"2935","INGLES MARKET 55",2021,35.551462,-82.849286,"Count of Grocery Stores"
"2936","TEAGUE'S GROCERY & CAF",2021,35.522519,-83.030617,"Count of Grocery Stores"
"2937","PANTRY PRIDE FOOD MART",2021,35.483358,-82.98247,"Count of Grocery Stores"
"2938","INGLES MARKET",2021,35.4814,-82.9905,"Count of Grocery Stores"
"2939","INGLES MARKET",2021,35.504066,-82.986279,"Count of Grocery Stores"
"2940","FOOD LION",2021,36.1217,-78.6704,"Count of Grocery Stores"
"2941","FOOD LION",2021,36.317228,-78.570124,"Count of Grocery Stores"
"2942","BRYSON CITY IGA",2021,35.3977,-83.4753,"Count of Grocery Stores"
"2943","CROSSROADS GROCERY",2021,36.071526,-78.596466,"Count of Grocery Stores"
"2944","BRADLEY'S GROCERY",2021,35.467772,-83.280338,"Count of Grocery Stores"
"2945","CELTIC SPIRIT BBQ",2021,36.202518,-78.389616,"Count of Grocery Stores"
"2946","JERUSALEM INC",2021,36.132179,-78.756943,"Count of Grocery Stores"
"2947","HANNAFORD BROTHERS CO",2021,36.156708,-78.732101,"Count of Grocery Stores"
"2948","SWAIN COUNTY FARMERS MARKET",2021,35.428479,-83.444277,"Count of Grocery Stores"
"2949","METRO FOOD MART INC",2021,36.349027,-78.382043,"Count of Grocery Stores"
